"words"	"Freq"
"piglets)"	3
"pipistrelle"	3
"pitagora"	3
"placed"	3
"plants)"	3
"plates"	3
"pleuromutilin"	3
"policies"	3
"policy"	3
"poliovirus"	3
"polymer"	3
"ponticelli"	3
"porto/inbio"	3
"possessed"	3
"post-challenge"	3
"post-mortem"	3
"posterior"	3
"postproduction"	3
"potency"	3
"ppd"	3
"practical"	3
"practitioners"	3
"pray"	3
"pre-treatment"	3
"predominance"	3
"preiss-handler"	3
"prepared"	3
"presentation"	3
"preserve"	3
"preserved"	3
"primarily"	3
"primates"	3
"principal"	3
"private"	3
"pro-inflammatory"	3
"producer"	3
"proliferation"	3
"protozoa"	3
"proving"	3
"proximal"	3
"prrsv-specific"	3
"pseudospiralis"	3
"pseudovirus"	3
"psittacine"	3
"pt"	3
"pulsotypes"	3
"pure"	3
"pyogenes"	3
"qpcr/rma"	3
"qpcrs"	3
"qualitative"	3
"quarters"	3
"quercia"	3
"questionnaire"	3
"r(2)"	3
"raises"	3
"rcv-a1"	3
"re-emerged"	3
"reach"	3
"reaching"	3
"reading"	3
"receiving"	3
"receptor"	3
"receptors"	3
"recognition"	3
"recoveries"	3
"reflecting"	3
"regard"	3
"regimen"	3
"regressions"	3
"released"	3
"reliability"	3
"remain"	3
"replicates"	3
"resource"	3
"reticulum"	3
"retrospectively"	3
"returned"	3
"revealing"	3
"rich"	3
"rickettsiae"	3
"rivolta"	3
"rnas"	3
"robust"	3
"rotavirus"	3
"round"	3
"rs-pcr"	3
"rt-pcrs"	3
"ruminal"	3
"sa"	3
"sa„∫de"	3
"safe"	3
"salads"	3
"saline"	3
"sand‚†flies"	3
"sanitary"	3
"sardinia"	3
"sausages"	3
"savings"	3
"sc"	3
"sccmec"	3
"score"	3
"seasons"	3
"sections"	3
"sector"	3
"select"	3
"sem"	3
"separated"	3
"separately"	3
"series"	3
"seroconversion"	3
"serologically"	3
"seronegative"	3
"serotype-specific"	3
"services"	3
"sex"	3
"sexes"	3
"sg33"	3
"shaped"	3
"sicily"	3
"signal"	3
"simulated"	3
"simulating"	3
"slaughtering"	3
"slicing"	3
"slight"	3
"social"	3
"sodium"	3
"software"	3
"solid"	3
"solid-phase"	3
"sometimes"	3
"sow"	3
"spallanzani"	3
"spanish"	3
"spanning"	3
"spectrum"	3
"spiramycin"	3
"spite"	3
"spongiform"	3
"spontaneous"	3
"spotted"	3
"st38"	3
"st398"	3
"sta"	3
"stability"	3
"standards"	3
"states"	3
"stations"	3
"statutory"	3
"stefan"	3
"steps"	3
"stimulate"	3
"stimulated"	3
"stochastic"	3
"str"	3
"straightforward"	3
"strain)"	3
"streptomycin"	3
"stronger"	3
"structural"	3
"studying"	3
"sub-typing"	3
"subclade"	3
"subclades"	3
"subclinical"	3
"subspecies"	3
"substr@bs"	3
"subunit"	3
"suffering"	3
"sulfonamides"	3
"sulphonamide"	3
"sulphonamides"	3
"summary"	3
"supplied"	3
"supports"	3
"surgical"	3
"surveyed"	3
"suspensions"	3
"syndromes"	3
"synonymous"	3
"systematic"	3
"t1"	3
"taeniata"	3
"taeniata-like"	3
"tail"	3
"targeted"	3
"tcid(50)/200Óºl"	3
"tecnologias"	3
"tecnologico"	3
"temperatures"	3
"terminal"	3
"terminus"	3
"territory"	3
"thereof"	3
"thp-1"	3
"threshold"	3
"time-course"	3
"timing"	3
"toxoplasmosis"	3
"traits"	3
"transfer"	3
"transient"	3
"transportation"	3
"trap"	3
"trials"	3
"tuberculins"	3
"tuberculous"	3
"tularemia"	3
"twenty"	3
"two-stage"	3
"two-step"	3
"tylosin"	3
"typically"	3
"ubiquitous"	3
"ultimately"	3
"ultrastructural"	3
"umr6299"	3
"umr892"	3
"undergo"	3
"undergoing"	3
"underlying"	3
"unexpected"	3
"uninfected"	3
"unvaccinated"	3
"update"	3
"upper"	3
"usefulness"	3
"users"	3
"utr"	3
"v/v)"	3
"valnemulin"	3
"vapv"	3
"variable-number"	3
"varied"	3
"vexans"	3
"virion"	3
"virus)"	3
"vitality"	3
"vt104"	3
"vt80"	3
"vts"	3
"wall"	3
"warmer"	3
"watery"	3
"waves"	3
"ways"	3
"weaners"	3
"wetness"	3
"who-teq/g"	3
"whole-genome"	3
"wild-type"	3
"within-"	3
"woking"	3
"working"	3
"x05"	3
"xbai"	3
"yersinia"	3
"york"	3
"zoetis)"	3
"-1"	2
"-2"	2
"-Ó±15"	2
"-Ó±7"	2
"-Ó±9"	2
"\"l"	2
"\"pdm\""	2
"(\"avian-like\")"	2
"(#)contributed"	2
"(<1"	2
"(1%"	2
"(1)agroscope"	2
"(1)anatomy"	2
"(1)dipartimento"	2
"(1)faculty"	2
"(1)laboratory"	2
"(1)national"	2
"(1)sezione"	2
"(1)the"	2
"(10"	2
"(10)animal"	2
"(10)department"	2
"(100"	2
"(100%)"	2
"(12)ambulatory"	2
"(12)istituto"	2
"(13%)"	2
"(13)istituto"	2
"(14)department"	2
"(14)istituto"	2
"(14)veterinary"	2
"(15)federal"	2
"(150"	2
"(16)agroscope"	2
"(16)istituto"	2
"(17%)"	2
"(17)istituto"	2
"(18%)"	2
"(19"	2
"(19)istituto"	2
"(2%)"	2
"(2)agroscope"	2
"(2002-2007)"	2
"(2013)"	2
"(21%)"	2
"(24"	2
"(27"	2
"(3)anatomy"	2
"(3)faculty"	2
"(3)national"	2
"(3/106)"	2
"(30"	2
"(34"	2
"(3b2"	2
"(4)anses"	2
"(44"	2
"(45"	2
"(46"	2
"(5)bacteriology"	2
"(5)laboratory"	2
"(5)unit„†"	2
"(50%)"	2
"(51"	2
"(53"	2
"(54"	2
"(55%)"	2
"(59"	2
"(6)institute"	2
"(6)milchpr„ºfring"	2
"(60%)"	2
"(7"	2
"(7)clinic"	2
"(72"	2
"(73"	2
"(75"	2
"(8)anatomy"	2
"(8)department"	2
"(8)gd"	2
"(81"	2
"(83"	2
"(88"	2
"(9)carinthian"	2
"(9)interdipartimental"	2
"(9)virology"	2
"(987p)"	2
"(a)"	2
"(ad)"	2
"(add)"	2
"(ai)"	2
"(aiv)"	2
"(alpha"	2
"(anas"	2
"(anses)"	2
"(antigenically"	2
"(applied"	2
"(asfv)"	2
"(b)"	2
"(bo)"	2
"(btb)"	2
"(btm)"	2
"(c)"	2
"(canis"	2
"(ccÓ±)"	2
"(ccÓ≤)"	2
"(ccs)"	2
"(cerves)"	2
"(controls)"	2
"(cox1)"	2
"(cp)"	2
"(ebhs)"	2
"(ecs)"	2
"(emilia-romagna"	2
"(ep-like"	2
"(eric"	2
"(etec)"	2
"(european"	2
"(fimbriae"	2
"(fisher"	2
"(for"	2
"(fragment"	2
"(gene"	2
"(hp)"	2
"(hpai)"	2
"(human"	2
"(Ôá2"	2
"(idv)"	2
"(ifn-Ó±)"	2
"(ifn)-Ó≥"	2
"(ifns)"	2
"(indirect"	2
"(itacyl)"	2
"(k=0"	2
"(k99)"	2
"(la-mrsa)"	2
"(lc-ms-ms)"	2
"(limit"	2
"(lm)"	2
"(lod)"	2
"(lps)"	2
"(lt"	2
"(mab"	2
"(mab)-based"	2
"(mdck)"	2
"(mean"	2
"(median"	2
"(mic"	2
"(mic)"	2
"(miru-vntr)"	2
"(mscs)"	2
"(mtbc)"	2
"(mvlst)"	2
"(n=1)"	2
"(n=2)"	2
"(n‚†=‚†10)"	2
"(n‚†=‚†19)"	2
"(n‚†=‚†24)"	2
"(nov)"	2
"(od"	2
"(one"	2
"(orfs)"	2
"(p‚†<‚†0"	2
"(p‚Äö=‚Äö0"	2
"(padova)"	2
"(pc)"	2
"(pipistrellus"	2
"(posterior"	2
"(prp)"	2
"(prrs)"	2
"(prv)"	2
"(pwd)"	2
"(qpcr)"	2
"(quantitative"	2
"(ranging"	2
"(rhd)"	2
"(rhdv2)"	2
"(rt-pcr)"	2
"(rt-qpcr)"	2
"(rt)"	2
"(rupicapra"	2
"(salmonella"	2
"(second"	2
"(sem)"	2
"(sivs)"	2
"(sts)"	2
"(sus"	2
"(t1)"	2
"(t2)"	2
"(tses)"	2
"(vl)"	2
"(vts)"	2
"(wb)"	2
"(x2="	2
"[experimental"	2
"+12"	2
"<1"	2
">0"	2
">32Óºg/ml"	2
"0002"	2
"001)"	2
"00144"	2
"01"	2
"02"	2
"02-0"	2
"04"	2
"06-1"	2
"06126"	2
"07100"	2
"07743"	2
"07749"	2
"08"	2
"08)"	2
"0‚Äâ‚µg/ml"	2
"1-2"	2
"1/2a"	2
"10(4)cfu/g"	2
"100‚Äâcm2"	2
"101"	2
"10154"	2
"103-105"	2
"104"	2
"106)"	2
"108"	2
"109"	2
"11303"	2
"117"	2
"12-o13"	2
"126"	2
"128"	2
"129s6/svevtac"	2
"136"	2
"14%"	2
"141"	2
"144"	2
"15100"	2
"1585"	2
"16/16"	2
"163"	2
"168026"	2
"16s-23s"	2
"1965"	2
"1966"	2
"1980s"	2
"1986"	2
"1990"	2
"1990s"	2
"1996"	2
"1997"	2
"1f"	2
"2-5"	2
"200"	2
"2000s"	2
"2009-2011"	2
"2011)"	2
"20124"	2
"2014-2015"	2
"206"	2
"2073/2005"	2
"21/22"	2
"229"	2
"235"	2
"24‚Äâh"	2
"25g"	2
"270"	2
"27853"	2
"29%"	2
"29027"	2
"2a"	2
"2‚†years"	2
"2c"	2
"3-0"	2
"30%"	2
"300"	2
"30days"	2
"31%"	2
"319"	2
"344"	2
"392"	2
"3b2"	2
"3c"	2
"3rs"	2
"4000"	2
"4021"	2
"41100"	2
"42100"	2
"43100"	2
"438"	2
"4647"	2
"483"	2
"4889"	2
"48‚Äâh"	2
"4‚†Óºm"	2
"4b"	2
"5-1"	2
"50‚Äâ"	2
"50g"	2
"52%"	2
"540"	2
"546"	2
"5‚∞c"	2
"5Óºg/ml"	2
"600"	2
"6200"	2
"65%"	2
"66"	2
"69"	2
"6‚†%)"	2
"7-10"	2
"7%])"	2
"70%"	2
"70‚∞c"	2
"71121"	2
"73230"	2
"7400"	2
"75%"	2
"763"	2
"778"	2
"8)"	2
"80"	2
"80055"	2
"81"	2
"8146"	2
"82%"	2
"85"	2
"87%"	2
"88"	2
"89%"	2
"89)"	2
"8‚àó10(1)"	2
"8‚∞c"	2
"9-year"	2
"90129"	2
"9020"	2
"92"	2
"95%pci"	2
"96%"	2
"97%)"	2
"98%"	2
"9‚†%)"	2
"a-6020"	2
"„ó10(4)"	2
"a(h3n2)v"	2
"a)"	2
"a/a"	2
"a/h1n1"	2
"a/wild"	2
"‚©"	2
"‚∞c"	2
"abnormal"	2
"abruzzi"	2
"absolute"	2
"academy"	2
"accidental"	2
"accordance"	2
"accordingly"	2
"accumulate"	2
"accumulated"	2
"acetic"	2
"acetonitrile"	2
"achieve"	2
"acidic"	2
"acquiring"	2
"actual"	2
"adapt"	2
"add"	2
"addressed"	2
"admin"	2
"administrations"	2
"adopting"	2
"adoption"	2
"adrenal"	2
"advanced"	2
"advantage"	2
"aerobic"	2
"afrq"	2
"again"	2
"age-related"	2
"age)"	2
"agrario"	2
"agreed"	2
"agriculturalsciences"	2
"agrifood"	2
"aiming"	2
"alborali@izsler"	2
"albumin"	2
"aldo"	2
"alerts"	2
"alfort"	2
"algeria"	2
"algorithm"	2
"algorithms"	2
"allauzier"	2
"allelic"	2
"alphacoronaviruses"	2
"alps"	2
"alternatives"	2
"alveolar"	2
"americas"	2
"amino-acid"	2
"ammonia"	2
"amoxicillin"	2
"amphotericin"	2
"ampicillin"	2
"amyloid"	2
"analysing"	2
"anaplasma"	2
"andrea"	2
"anestesia"	2
"angewandte"	2
"animali"	2
"anopheles"	2
"anorexia"	2
"anses"	2
"antalgica"	2
"anti-fmd"	2
"anti-viral"	2
"antibacterial"	2
"apart"	2
"apparently"	2
"appenninica"	2
"applying"	2
"approach)"	2
"aquatic"	2
"arab"	2
"arabia"	2
"arbovirus"	2
"archive"	2
"arf"	2
"arf-related"	2
"arnsbergstraat"	2
"arose"	2
"array"	2
"ars"	2
"arthritis"	2
"artichoke"	2
"ascertain"	2
"ascribable"	2
"aspergillus"	2
"assay)"	2
"assumptions"	2
"asturias"	2
"atp"	2
"atropine"	2
"aureus-positive"	2
"authority"	2
"automated"	2
"automation"	2
"auvergne"	2
"avan„ßada"	2
"avian-to-swine"	2
"avium/intracellulare"	2
"avoided"	2
"b1"	2
"b5"	2
"backyard"	2
"bactericidal"	2
"bacterin"	2
"baden-w„ºrttemberg"	2
"badly"	2
"baggage"	2
"bahnhofplatz"	2
"balance"	2
"balanced"	2
"balb/c"	2
"bam"	2
"band-like"	2
"bans"	2
"bar"	2
"barriers"	2
"bashir"	2
"basque"	2
"bdimartino@unite"	2
"bearing"	2
"becoming"	2
"behavior"	2
"belfield"	2
"belluno)"	2
"belongs"	2
"beneficial"	2
"benefit"	2
"bergamasca"	2
"bergamo"	2
"berlin"	2
"besides"	2
"besnoiti"	2
"beta-lactams"	2
"beta)"	2
"between-host"	2
"beyond"	2
"bhutan"	2
"bilayers"	2
"bilbao"	2
"binary"	2
"bind"	2
"binomial"	2
"bio-serotype"	2
"bioassay"	2
"biobank"	2
"biologicals"	2
"biom„©dicas"	2
"biomaterial"	2
"biomedicalsciences"	2
"biosystems)"	2
"biotoxins"	2
"bite"	2
"blakpc-3"	2
"blaoxa-48"	2
"boar/291320/2012"	2
"board"	2
"bolzoni@izsler"	2
"bonilauri@izsler"	2
"bonomini@unibs"	2
"boost"	2
"boosted"	2
"borne"	2
"borrelia"	2
"bot-ca-r"	2
"botanical"	2
"bottlenecks"	2
"botulism"	2
"brambilla"	2
"branch"	2
"branches"	2
"brandenburg"	2
"brazilian"	2
"brdu"	2
"bresaola"	2
"brightness"	2
"brittany"	2
"broader"	2
"bronchitis"	2
"broth"	2
"bruce"	2
"brucella"	2
"buckwheat"	2
"budapest"	2
"built"	2
"bulls"	2
"burgdorferi"	2
"burgos"	2
"bvdv-2"	2
"c„≥rdoba"	2
"cachexia"	2
"calf"	2
"called"	2
"canary"	2
"canl"	2
"cape"	2
"captive"	2
"captured"	2
"carbapenems"	2
"carcass"	2
"cardiac"	2
"care"	2
"carrier"	2
"casablanca"	2
"casalfiumanese"	2
"caspius"	2
"caspius)"	2
"castilla"	2
"catfish"	2
"cation"	2
"cc97"	2
"cc97-mrsa"	2
"cd45"	2
"cee"	2
"ceftazidime"	2
"ceftazidime/avibactam-susceptible"	2
"cells/g"	2
"century"	2
"cervids"	2
"cetaceans"	2
"cfu\g"	2
"ch"	2
"chains"	2
"challenging"	2
"changed"	2
"channel"	2
"characterise"	2
"characterizing"	2
"characters"	2
"check"	2
"checked"	2
"chemiluminescence"	2
"chemokine"	2
"chickens"	2
"chinese"	2
"chlamydiaceae"	2
"chlamydioses"	2
"chlamydophila"	2
"chloramphenicol"	2
"chloride"	2
"choice"	2
"cholera"	2
"chromatography-negative-ion"	2
"circovirus-associated"	2
"circulate"	2
"circumstances"	2
"city"	2
"clarridgeiae"	2
"classes"	2
"cleanup"	2
"cloacal"	2
"cloning"	2
"clostridium"	2
"clothes"	2
"co-circulated"	2
"co-circulating"	2
"co-circulation"	2
"co-existing"	2
"co-infections"	2
"coagulase-positive"	2
"coccidia"	2
"codons"	2
"coeln"	2
"cohort"	2
"coinfected"	2
"coinfection"	2
"collaboration"	2
"colonize"	2
"colostrum"	2
"combine"	2
"comisana"	2
"communication"	2
"community"	2
"compartments"	2
"competence"	2
"compliance"	2
"compound"	2
"compounded"	2
"comprised"	2
"compromise"	2
"compromising"	2
"concentrate"	2
"concentration-dependent"	2
"conclude"	2
"concomitant"	2
"concurrent"	2
"conditional"	2
"conflicting"	2
"conical"	2
"conjugates"	2
"conjunctivae"	2
"conjunctivitis"	2
"connected"	2
"consistently"	2
"consolidated"	2
"consolidation"	2
"constitutively"	2
"contemporary"	2
"continuing"	2
"contributions"	2
"convalescent"	2
"conveniently"	2
"convincing"	2
"cooling"	2
"copenhagen"	2
"corticosteroids"	2
"cortisol"	2
"counting"	2
"coverage"	2
"covering"	2
"cranioventral"	2
"crates"	2
"crested"	2
"cristae"	2
"crocodile"	2
"crocodiles"	2
"cross-reaction"	2
"cross-reactions"	2
"cross-sectional"	2
"crp"	2
"csur"	2
"ctrs"	2
"cureghem"	2
"cycles"	2
"cylindrical"	2
"cyst"	2
"cytocompatibility"	2
"d-rema"	2
"d179y"	2
"dabbling"	2
"dairying"	2
"danofloxacin"	2
"darby"	2
"dbm-s"	2
"debilitating"	2
"deboning"	2
"decontamination"	2
"deemed"	2
"deep"	2
"defining"	2
"definition"	2
"degeneration"	2
"degradation"	2
"dehydration"	2
"deletions"	2
"demands"	2
"demography"	2
"dendritic"	2
"dengue"	2
"dep"	2
"departamento"	2
"depending"	2
"depletion"	2
"deposition"	2
"depression"	2
"deriving"	2
"des"	2
"description"	2
"designated"	2
"desmitis"	2
"destined"	2
"detector"	2
"devastating"	2
"developmental"	2
"deventer"	2
"device"	2
"dexamethasone"	2
"diena"	2
"dietary"	2
"differ"	2
"digestive"	2
"dim"	2
"dimethylformamide"	2
"directorate"	2
"direzione"	2
"disc"	2
"discrimination"	2
"discussion"	2
"disk"	2
"disorders"	2
"dispersion"	2
"displaying"	2
"displays"	2
"distance)"	2
"distinctive"	2
"distinguishable"	2
"districts"	2
"dl-pcbs"	2
"dnas"	2
"documents"	2
"doi"	2
"down"	2
"down-regulation"	2
"downregulated"	2
"dpcr"	2
"dpcrs"	2
"dragging"	2
"dresden"	2
"drivers"	2
"dropped"	2
"dsmz"	2
"dubai"	2
"duca"	2
"dysfunction"	2
"east"	2
"ebh"	2
"ebrocchi@bs"	2
"ecole"	2
"ecologically"	2
"economically"	2
"edible"	2
"effectively"	2
"eighteen"	2
"eighty-nine"	2
"elaphus)"	2
"elevated"	2
"elimination"	2
"eluent"	2
"elusive"	2
"embryo"	2
"emergenza"	2
"emerges"	2
"emirates"	2
"empty"	2
"en"	2
"enabled"	2
"enabling"	2
"encephalopathies"	2
"endogenously"	2
"engineered"	2
"engineering"	2
"engrafted"	2
"enhance"	2
"enhancement"	2
"enhancing"	2
"enough"	2
"enrico"	2
"ensure"	2
"enteritidis"	2
"enterotoxigenic"	2
"enterotoxin"	2
"eosinophilic"	2
"ep-like"	2
"epidemiologically"	2
"equipment"	2
"equivalent"	2
"esc-susceptible"	2
"establishing"	2
"ethical"	2
"ethyl"	2
"eurasia"	2
"europaeus)"	2
"euthanized"	2
"evagreen(‚Æ)"	2
"event"	2
"evidences"	2
"examining"	2
"exceeds"	2
"exchanged"	2
"exclusively"	2
"excretion"	2
"exerted"	2
"existence"	2
"exotic"	2
"expand"	2
"expanded"	2
"expansion"	2
"experienced"	2
"explain"	2
"explore"	2
"expression)"	2
"expressions"	2
"extending"	2
"extract"	2
"extracts"	2
"f41"	2
"f„ºr"	2
"face"	2
"facilitates"	2
"facility"	2
"fail"	2
"falciparum"	2
"fallow"	2
"faster"	2
"fatty"	2
"favero@unibs"	2
"favorable"	2
"favour"	2
"feasible"	2
"felczaka"	2
"feline"	2
"fell"	2
"ferrari@bs"	2
"fertility"	2
"fetuses"	2
"fewer"	2
"fields"	2
"fifth"	2
"fills"	2
"fiorini"	2
"fishery"	2
"fishing"	2
"fit"	2
"fitness"	2
"flab-typing"	2
"flora"	2
"flows"	2
"follow-up"	2
"follows"	2
"fomites"	2
"forma„ß„£o"	2
"formaggelle"	2
"formation"	2
"forming"	2
"forty-eight"	2
"forty-one"	2
"fouling"	2
"founder"	2
"fourth"	2
"fowl"	2
"fractional"	2
"frames"	2
"france)"	2
"francesco"	2
"franzens"	2
"freezing"	2
"frhk-4"	2
"frozen"	2
"fructose"	2
"full-length"	2
"fungicide"	2
"g-1"	2
"g1a"	2
"gaia"	2
"gallinarum"	2
"gamma-interferon"	2
"gaps"	2
"gdusi@bs"	2
"generale"	2
"genotype-specific"	2
"genotype)"	2
"genotypic"	2
"genova"	2
"geographically"	2
"gerbi‰çeva"	2
"germination"	2
"gestation"	2
"getzersdorf"	2
"giant"	2
"giovanni"	2
"giulia"	2
"giuseppe"	2
"glandular"	2
"globally"	2
"glomeruli"	2
"goal"	2
"goblet"	2
"graber@agroscope"	2
"gram"	2
"granulomatous"	2
"grisenti@fmach"	2
"grp78"	2
"guide"	2
"gyrb"	2
"h(-1)"	2
"h1n1pdm09"	2
"h1n2sivs"	2
"h3"	2
"h3n2sivs"	2
"h7n7"	2
"haemagglutination-inhibition"	2
"hair"	2
"hair-like"	2
"hamper"	2
"hampered"	2
"hansulrich"	2
"harbor"	2
"harbouring"	2
"hardly"	2
"harmful"	2
"harvest"	2
"haute"	2
"health\""	2
"heart"	2
"heifers"	2
"held"	2
"helicobacter"	2
"helvetica"	2
"hemolytic"	2
"heterogeneities"	2
"hibernating"	2
"high-titered"	2
"histiocytes"	2
"hoc"	2
"homeostasis"	2
"homogenates"	2
"honey"	2
"hoof"	2
"horsemeat"	2
"hospitals"	2
"host-pathogen"	2
"host/virus"	2
"hot"	2
"hplc"	2
"hungarian"	2
"hybrids"	2
"hydrolases"	2
"hypothesized"	2
"hypothetical"	2
"Ó±"	2
"Ó±-boldenone"	2
"Ó±-treated"	2
"Óºm"	2
"ibdv"	2
"ibr"	2
"icbas"	2
"ideal"	2
"ifn-Ó±-positive"	2
"ifn-Ó±-treated"	2
"ifn-Ó≤"	2
"ile)"	2
"illegally"	2
"illness"	2
"iltv"	2
"immature"	2
"immediately"	2
"immune-electron-microscopy"	2
"immune-mediated"	2
"immune-related"	2
"immunised"	2
"immunocompetence"	2
"immunogenic"	2
"immunologically"	2
"immunomodulation"	2
"immunopathological"	2
"impairs"	2
"implantation"	2
"implementing"	2
"improvements"	2
"in-depth"	2
"inc"	2
"incl/m"	2
"incomplete"	2
"incurred"	2
"incursions"	2
"indeed"	2
"indel"	2
"independence"	2
"independently"	2
"indicative"	2
"indicator"	2
"indicators"	2
"induces"	2
"ineffective"	2
"infective"	2
"infects"	2
"infiltrated"	2
"infiltrates"	2
"influencing"	2
"infusion"	2
"initiated"	2
"innovative"	2
"inoculation)"	2
"inoculation)-intramuscular"	2
"insecticides"	2
"insects"	2
"insert"	2
"inserted"	2
"inside"	2
"instance"	2
"institut"	2
"instruments"	2
"insufficient"	2
"intact"	2
"intake"	2
"integrity"	2
"intense"	2
"interfarm"	2
"interfere"	2
"interferon-Ó±"	2
"interspecific"	2
"intervention"	2
"intestines"	2
"intra-"	2
"intradermally"	2
"intranasal"	2
"intravenous"	2
"introducing"	2
"ionenphysik"	2
"ionization"	2
"ireland"	2
"irreversible"	2
"is6110"	2
"is900-like"	2
"is900-qpcr"	2
"islands"	2
"iso-25g"	2
"iso-50g"	2
"isoenzyme"	2
"isolate))"	2
"isolates))"	2
"issue"	2
"iv)"	2
"jenbach"	2
"john"	2
"joint"	2
"journeys"	2
"kamiti"	2
"kanamycin"	2
"karyotyping"	2
"kg"	2
"khulii"	2
"kidneys"	2
"kill"	2
"kinetics"	2
"kirchengasse"	2
"kirchheim/teck"	2
"klagenfurt"	2
"koh"	2
"kuhl"	2
"l1"	2
"l„∂bstedter"	2
"laboratoire"	2
"lacking"	2
"lactation"	2
"lactones"	2
"lagomorfi"	2
"land"	2
"las"	2
"lateral"	2
"lavage"	2
"laws"	2
"layer"	2
"lc"	2
"lc-ms/ms"	2
"ld90"	2
"le„≥n"	2
"learning"	2
"ledantevirus"	2
"lemur"	2
"leopold"	2
"lepus"	2
"lilly"	2
"limiting"	2
"link"	2
"linz"	2
"liquor"	2
"living"	2
"lm"	2
"loads"	2
"loqs"	2
"lovers"	2
"low-virulence"	2
"lpaiv"	2
"lpaivs"	2
"lr"	2
"lt"	2
"lymphoblastoid"	2
"m(-2)"	2
"m)"	2
"mab-based"	2
"macaques"	2
"macro-areas"	2
"macrophage"	2
"maculipennis"	2
"mad"	2
"madin-darby"	2
"magnetic"	2
"maintain"	2
"maintaining"	2
"malakoplakia"	2
"male"	2
"malignant"	2
"mammals"	2
"manage"	2
"mandibular"	2
"manfredonia"	2
"manhattan"	2
"manually"	2
"manufacture"	2
"manure"	2
"mapping"	2
"maps"	2
"marbofloxacin"	2
"march"	2
"marginally"	2
"marginatus"	2
"mariagrazia"	2
"marie-curie-strasse"	2
"marinating"	2
"marine"	2
"marinuzzi"	2
"massese"	2
"massimo"	2
"mastitic"	2
"mater"	2
"maternal"	2
"matrix-assisted"	2
"maturation"	2
"maura"	2
"mcr-2"	2
"mdbk"	2
"meaning"	2
"measurements"	2
"meca"	2
"mecc"	2
"mechanism"	2
"mediterraneus)"	2
"megaplasmid"	2
"melting"	2
"mercury"	2
"meropenem"	2
"mesenchymal"	2
"met"	2
"metabolomics"	2
"metal"	2
"meteorological"	2
"methanol"	2
"methicillin-resistance"	2
"methodologies"	2
"mfabbi@bs"	2
"mg/l)"	2
"mhb"	2
"mic50"	2
"michela"	2
"microm)"	2
"minced"	2
"mind"	2
"mini-and"	2
"mini-array"	2
"minimal"	2
"missing"	2
"mitigate"	2
"mitigation"	2
"mitofusin-2"	2
"mlmt"	2
"mobile"	2
"mobilization"	2
"mock"	2
"modelled"	2
"modest"	2
"modification"	2
"modulated"	2
"molecolare"	2
"monilinia"	2
"monocytes"	2
"monophyletic"	2
"montpellier"	2
"monuments"	2
"moro"	2
"morphologically"	2
"motivate"	2
"moved"	2
"mpk-lc-hcv"	2
"mpn/cm2"	2
"mtt"	2
"mucosa"	2
"mucus"	2
"multi-species"	2
"multi-virulence-locus"	2
"multidrug-resistant"	2
"multocida"	2
"murine"	2
"muscles"	2
"museum"	2
"mycobacterial"	2
"mycotoxin"	2
"myxomatosis"	2
"n-0033"	2
"n-specific"	2
"n‚†=‚†2"	2
"nationale"	2
"nearby"	2
"necropsied"	2
"necrotic"	2
"nematode"	2
"nets"	2
"neurosciences"	2
"next"	2
"next-generation"	2
"ngs"	2
"nicola"	2
"nir"	2
"node"	2
"non"	2
"non-commercial"	2
"non-hp"	2
"non-structural"	2
"non-vaccinated"	2
"noninfectious"	2
"nonneoplastic"	2
"nonstructural"	2
"nonsynonymous"	2
"nontuberculous"	2
"nonviable"	2
"nor"	2
"normally"	2
"norovirus"	2
"northward"	2
"nosocomial"	2
"noti"	2
"novi"	2
"npro"	2
"nsp3"	2
"nsw"	2
"nucleic"	2
"o104"	2
"o111"	2
"o145"	2
"o26"	2
"occasion"	2
"ochratoxin"	2
"odors"	2
"office"	2
"one-step"	2
"open-field"	2
"operator"	2
"operon"	2
"opinions"	2
"optical"	2
"optimisation"	2
"optimization"	2
"optimized"	2
"optimum"	2
"orf2"	2
"org"	2
"organized"	2
"outbreak-related"	2
"output"	2
"outside"	2
"overlap"	2
"overt"	2
"overwinter"	2
"overwintering"	2
"oxidase"	2
"oysters"	2
"p<0"	2
"p="	2
"pa"	2
"packaged"	2
"packed"	2
"padana"	2
"paediatric"	2
"pair"	2
"palmas"	2
"pan-simbu"	2
"parasuis"	2
"parenterally"	2
"paris-est"	2
"participate"	2
"particle"	2
"parvovirus-like"	2
"pasteurella"	2
"pasteurized"	2
"pathogenetic"	2
"pathologic"	2
"pavoni@izsler"	2
"pb1"	2
"pcr-negative"	2
"pcr-rflp"	2
"pcr-serogroups"	2
"pecorum"	2
"penicillium"	2
"perfiliewi"	2
"performing"	2
"periodic"	2
"periodicals"	2
"personal"	2
"personnel"	2
"pes"	2
"pestiviruses"	2
"pet"	2
"pets"	2
"pg/ml)"	2
"phage"	2
"phage-encoded"	2
"pharyngeal"	2
"phenomenon"	2
"philosophenweg"	2
"phlebotomus"	2
"phylogeographical"	2
"physik"	2
"physiological"	2
"pianura"	2
"picture"	2
"pieces"	2
"piecewise"	2
"pietro"	2
"pin"	2
"pipistrellus"	2
"pl"	2
"plaque"	2
"plasmid-mediated"	2
"plate"	2
"platyrhynchos)"	2
"playing"	2
"plays"	2
"plenty"	2
"pleuropneumonia"	2
"pnca"	2
